id,title,description,images,price,category
2134,FREELOOK LUMIERE WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10153-1,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 33*42MM
Strap Material: Stainless Steel
Band Width: 14*12MM
Dial Type: SUNRAY DIAL WITH INDEX","https://jubilee.ae/cdn/shop/products/FL.1.10153-1_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10153-1_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10153-1_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10153-1_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10153-1_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10153-1_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10153-1_1000x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10153-1_1200x.jpg",160.00,women
2135,FREELOOK EIFFEL WOMENS LEATHER STRAP WATCH - FL.1.10267-5,"PRODUCT DETAILS
Case Color: Steel/Gold
Dial Color: Green
Strap Color: Green
Function: Time Only
Gender: Women
Case Material: Stainless Steel
Case Size: 34*40.3MM
Strap Material: Leather
Band Width: 16*14MM
Dial Type: SUNRAY BRUSH DIAL WITH STONES","https://jubilee.ae/cdn/shop/products/FL.1.10267-5_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10267-5_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10267-5_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10267-5_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10267-5_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10267-5_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10267-5_1000x.jpg",200.00,women
2136,FREELOOK BELLE WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10247-2,"PRODUCT DETAILS
Case Color: Rose Gold
Dial Color: White Mother of Pearl
Strap Color: Rose Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 36*41MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: MOP DIAL WITH STONES","https://jubilee.ae/cdn/shop/products/FL.1.10247-2_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10247-2_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10247-2_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10247-2_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10247-2_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10247-2_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10247-2_1000x.jpg",220.00,women
2137,DANIEL KLEIN FIORD WOMENS STAINLESS STEEL STRAP WATCH - DK.1.13233-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 22*35MM
Strap Material: Stainless Steel
Band Width: 12*12MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.13233-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13233-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13233-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13233-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13233-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13233-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13233-1_1000x.jpg",120.00,women
2138,FREELOOK BELLE WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10150-2,"PRODUCT DETAILS

Case Color: Steel/Rose Gold
Dial Color: Silver
Strap Color: Rose Gold
Function: Multifunction
Gender: Women
Case Material: Brass
Case Size: 36*41.7MM
Strap Material: Stainless Steel
Band Width: 16*16MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/FL.1.10150-2_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10150-2_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10150-2_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10150-2_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10150-2_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10150-2_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10150-2_1000x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10150-2_1200x.jpg",195.50,women
2139,DANIEL KLEIN PREMIUM WOMENS STAINLESS STEEL STRAP WATCH - DK.1.13097-4,"PRODUCT DETAILS
Case Color: Steel/Gold
Dial Color: Silver
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 34*41.5MM
Strap Material: Stainless Steel
Band Width: 14*14MM
Dial Type: SUNRAY BRUSH DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/DK.1.13097-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13097-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13097-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13097-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13097-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13097-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13097-4_1000x.jpg",120.00,women
2140,BIGOTTI ROMA WOMENS STAINLESS STEEL STRAP WATCH - BG.1.10387-4,"PRODUCT DETAILS
Case Color: Gold
Dial Color: Silver
Strap Color: Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 36*43.5MM
Strap Material: Stainless Steel
Band Width: 18*16MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10387-4_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10387-4_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10387-4_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10387-4_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10387-4_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10387-4_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10387-4_1000x.jpg",190.00,women
2141,DANIEL KLEIN WOMENS SUNGLASSES - DK4280PC1,,"https://jubilee.ae/cdn/shop/products/DK4280PC1_200x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_400x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_600x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_700x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_800x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_900x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_1000x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_1200x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_1400x.png, https://jubilee.ae/cdn/shop/products/DK4280PC1_1600x.png",58.50,women
2142,FREELOOK LUMIERE WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10259-3,"PRODUCT DETAILS
Case Color: Steel/Rose Gold
Dial Color: Silver
Strap Color: Steel/Rose Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 35*41.8MM
Strap Material: Stainless Steel
Band Width: 18*16MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/FL.1.10259-3_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10259-3_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10259-3_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10259-3_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10259-3_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10259-3_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10259-3_1000x.jpg",230.00,women
2143,BIGOTTI WOMENS TIME ONLY STAINLESS STEEL STRAP WATCH - BG.1.10074-6,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Gun Metal
Strap Color: Black
Function: Time Only
Gender: Women
Case Material: Stainless Steel
Case Size: 34*38.8MM
Strap Material: Stainless Steel
Band Width: 14*14MM
Dial Type: EMBOSS DIAL WITH PATTERN AND REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10074-6_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10074-6_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10074-6_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10074-6_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10074-6_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10074-6_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10074-6_1000x.jpg",133.00,women
2144,DANIEL KLEIN PREMIUM WOMENS STAINLESS STEEL STRAP WATCH - DK.1.12404-6,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Dark Blue
Strap Color: Blue
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 35*43MM
Strap Material: Stainless Steel
Band Width: 12*12MM
Dial Type: SUNRAY DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/DK.1.12404-6_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12404-6_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12404-6_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12404-6_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12404-6_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12404-6_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12404-6_1000x.jpg",105.00,women
2145,BIGOTTI MILANO WOMENS STAINLESS STEEL STRAP WATCH - BG.1.10396-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Multifunction
Gender: Women
Case Material: Stainless Steel
Case Size: 38*43.7MM
Strap Material: Stainless Steel
Band Width: 18*16MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10396-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10396-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10396-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10396-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10396-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10396-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10396-1_1000x.jpg",220.00,women
2146,DANIEL KLEIN WOMENS SUNGLASSES - DK4199C3,,"https://jubilee.ae/cdn/shop/products/DK4199C3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK4199C3_1600x.jpg",58.50,women
2147,DANIEL KLEIN TRENDY WOMENS LEATHER STRAP WATCH - DK.1.12492-1,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Silver
Strap Color: Black
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 35*42MM
Strap Material: Leather
Band Width: 14*12MM
Dial Type: SUNRAY BRUSH DIAL WITH EMBOSS INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12492-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12492-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12492-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12492-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12492-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12492-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12492-1_1000x.jpg",77.00,women
2148,DANIEL KLEIN PREMIUM WOMENS LEATHER STRAP WATCH - DK.1.12417-7,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Silver
Strap Color: Blue
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 38*44.8MM
Strap Material: Leather
Band Width: 18*16MM
Dial Type: MIRROR DIAL WITH UP INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12417-7_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12417-7_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12417-7_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12417-7_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12417-7_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12417-7_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12417-7_1000x.jpg",77.00,women
2149,DANIEL KLEIN PREMIUM WOMENS STAINLESS STEEL STRAP WATCH - DK.1.13090-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 35*43MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.13090-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13090-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13090-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13090-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13090-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13090-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13090-1_1000x.jpg",140.00,women
2150,DANIEL KLEIN WOMENS SUNGLASSES - DK4227C4,,"https://jubilee.ae/cdn/shop/products/DK4227C4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK4227C4_1600x.jpg",68.25,women
2151,DANIEL KLEIN TRENDY WOMENS LEATHER STRAP WATCH - DK.1.12896-3,"PRODUCT DETAILS
Case Color: Rose Gold
Dial Color: Silver
Strap Color: White
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 38*44.8MM
Strap Material: Leather
Band Width: 18*16MM
Dial Type: SUNRAY DIAL WITH UP FLOWER","https://jubilee.ae/cdn/shop/products/DK.1.12896-3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12896-3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12896-3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12896-3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12896-3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12896-3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12896-3_1000x.jpg",100.00,women
2152,DANIEL KLEIN WOMENS SUNGLASSES - DK4255C3,,"https://jubilee.ae/cdn/shop/products/DK4255C3_200x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_400x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_600x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_700x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_800x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_900x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_1000x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_1200x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_1400x.png, https://jubilee.ae/cdn/shop/products/DK4255C3_1600x.png",117.00,women
2153,DANIEL KLEIN WOMENS SUNGLASSES - DK4258PC3,,"https://jubilee.ae/cdn/shop/products/DK4258PC3_200x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_400x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_600x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_700x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_800x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_900x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_1000x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_1200x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_1400x.png, https://jubilee.ae/cdn/shop/products/DK4258PC3_1600x.png",97.50,women
2154,DANIEL KLEIN WOMEN GOLD/STEEL BRACELET - DKJ.3.2087-2,,"https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_600x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_700x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_800x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_900x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_1000x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_1200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_1400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2087-2_1600x.jpg",65.00,women
2155,BIGOTTI ROMA WOMENS STAINLESS STEEL STRAP WATCH - BG.1.10251-3,"PRODUCT DETAILS
Case Color: Gold
Dial Color: Silver
Strap Color: Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 35*43MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: EMBOSS DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/BG.1.10251-3_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10251-3_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10251-3_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10251-3_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10251-3_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10251-3_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10251-3_1000x.jpg",180.00,women
2156,DANIEL KLEIN FIORD WOMENS LEATHER STRAP WATCH - DK.1.12654-2,"PRODUCT DETAILS

Case Color: Gold
Dial Color: Silver
Strap Color: Black
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 34*34MM
Strap Material: Leather
Band Width: 16*16MM
Dial Type: MATT DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12654-2_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12654-2_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12654-2_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12654-2_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12654-2_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12654-2_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12654-2_1000x.jpg",88.00,women
2157,FREELOOK BELLE WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10139-5,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Rose Gold
Strap Color: Rose Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 36*42MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: EMBOSS DIAL WITH STONES","https://jubilee.ae/cdn/shop/products/FL.1.10139-5_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10139-5_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10139-5_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10139-5_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10139-5_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10139-5_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10139-5_1000x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10139-5_1200x.jpg",178.50,women
2158,DANIEL KLEIN PREMIUM WOMENS LEATHER STRAP WATCH - DK.1.12512-5,"PRODUCT DETAILS

Case Color: Black
Dial Color: Black
Strap Color: Black
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 36*39MM
Strap Material: Leather
Band Width: 14*14MM
Dial Type: STRRY DIAL WITH UP INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12512-5_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12512-5_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12512-5_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12512-5_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12512-5_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12512-5_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12512-5_1000x.jpg",91.00,women
2159,CASIO LTP1094Q7B6RDF LEATHER WOMEN'S ANALOG WATCH,"• Case Material: Bezel Gold tone.
• Genuine Leather Band.
• Mineral Glass.
• Water Resistant: 50 Meters.
• Size of Case: 28.5X23 X 7.1mm.
• Total Weight: 18 g.
  PRODUCT DESCRIPTION
This Casio Resin Watch features a simple yet stylish design to wear on casual occasions. It functions on Japanese quartz movement.
Stylish and modern design timepiece by Casio with strap that is made of Leather that gives a smooth touch and unique look The attractive design of the watch makes it fit along with most apparel, in parties, special occasions or to send it as a gift to whom you love 
  PRODUCT SPECIFICATIONS
WATCH INFORMATION
Department Women
Band Colour Brown
Display Type Analog
Band Closure Buckle
Watch Movement Quartz
Band Material Leather
Model Number LTP-1094Q-7B6RDF
Dial Colour White
Case Shape Round
Interchangeable Strap No
  What's included in the set:
Casio women's watch, User's Manual, Gift Box, Warranty",https://jubilee.ae/cdn/shop/products/casio-ltp1094q7b6rdf-leather-womens-analog-watch-588_200x.jpg,74.00,women
2160,G-SHOCK WOMENS CASIOAK S-SERIES METAL COVERED WATCH - GM-S2100B-8ADR,"Go slim, clean and bold with a mid-sized G-SHOCK in a metal-clad octagonal take on the original iconic design. Forged in stainless steel with rounded hairline finish, the strong bezel says super style all the way. Only the lettering at the top and bottom are engraved, for a simple, one-piece design. The dial, flattened for slimness, is treated with ion plating color and mirrored indexes to add shimmery depth. Choose your favorite look: bezel in pink gold on black band, in dark gray on black band, or in silver on green band.
Basic Information
CASE SIZE (L× W× H)
45.9 × 40.4 × 11 mm
WEIGHT
55 g
CASE AND BEZEL MATERIAL
Case / bezel material: Resin / Stainless steel
BAND
Resin Band
CONSTRUCTION
Shock Resistant
WATER RESISTANCE
200-meter water resistance
POWER SUPPLY AND BATTERY LIFE
Approx. battery life: 3 years on CR1025
Exterior
GLASS
Mineral Glass
OTHER
Neobrite
Watch Features
WORLD TIME
World Time 31 time zones (48 cities + coordinated universal time), city code display, city name display, daylight saving on/off, auto summer time (DST) switching
STOPWATCH
1/100-second stopwatch Measuring capacity: 00'00''00~59'59''99 (for the first 60 minutes) 1:00'00~23:59'59 (after 60 minutes) Measuring unit: 1/100 second (for the first 60 minutes) 1 second (after 60 minutes) Measuring modes: Elapsed time, split time
TIMER
Countdown timer Measuring unit: 1 second Countdown range: 24 hours Countdown start time setting range: 1 minute to 24 hours (1-minute increments and 1-hour increments)
ALARM/HOURLY TIME SIGNAL
5 daily alarms
Hourly time signal
LIGHT
Double LED light LED light for the face (Super illuminator, selectable illumination duration (1.5 seconds or 3 seconds), afterglow) LED backlight for the digital display (Super illuminator, selectable illumination duration (1.5 seconds or 3 seconds), afterglow)
LIGHT COLOR
LED:White
CALENDAR
Full auto-calendar (to year 2099)
MUTE FEATURE
Button operation tone on/off
ACCURACY
Accuracy: ±15 seconds per month
OTHER FEATURES
12/24-hour format
Hand shift feature (Hands move out of the way to provide an unobstructed view of digital display contents.)
Regular timekeeping: Analog: 2 hands (hour, minute (hand moves every 20 seconds)) Digital: Hour, minute, second, pm, month, date, day","https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_200x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_400x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_600x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_700x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_800x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_900x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_1000x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_1200x.png, https://jubilee.ae/cdn/shop/products/GM-S2100B-8A_front_1400x.png",895.00,women
2161,DANIEL KLEIN PREMIUM WOMENS STAINLESS STEEL STRAP WATCH - DK.1.13034-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: White
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 35*41.5MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: SOLID DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/DK.1.13034-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13034-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13034-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13034-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13034-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13034-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13034-1_1000x.jpg",150.00,women
2162,FREELOOK LUMIERE WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10186-6,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 35*43.5MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: BRUSH DIAL WITH STONES","https://jubilee.ae/cdn/shop/products/FL.1.10186-6_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10186-6_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10186-6_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10186-6_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10186-6_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10186-6_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10186-6_1000x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10186-6_1200x.jpg",170.00,women
